"SKU","URL","Brand","Title","Size","Count","Characteristics","Details","Certifications","Color","Manufacturer","Reviews"
"1096481","https://www.projectn95.org/products/demetech-kids-surgical-mask-green/","Demetech","Kids Green Surgical Masks","Kids","Pack of 50","United States,Earloop,ASTM Level 3","  Model: DT-MSK-GRS  SKU: 1096481  Sizes: Small, Ages 6+  Product Features: Demetech's Kids Surgical Face Mask is manufactured using the highest quality of American-made materials, and is 100% Manufactured In The United States. The Demetech Surgical Mask Is Rated ASTM Level 3.  Manufacturer: DemeTECH Corporation  Dimensions: 3.75' high x 5.5' wide   ","","Green","",""
"1096482","https://www.projectn95.org/products/demetech-kids-surgical-mask-pink/","Demetech","Kids Pink Surgical Masks","Kids","Pack of 50","United States,Earloop,ASTM Level 3","  Sizes: Small, Ages 6+  Model: DT-MSK-PNS  SKU: 1096482  Product Features:   Demetech's Kids Surgical Face Mask is manufactured using the highest quality of American made materials and 100% manufactured in the United States.  The Demetech Surgical Mask is rated ASTM Level 3    Appropriate for ages: : 6+  Dimensions: 3.75' high x 5.5' wide ","","Pink","",""
"1096479","https://www.projectn95.org/products/demetech-kids-surgical-mask-purple/","Demetech","Kids Purple Surgical Masks","Kids","Pack of 50","United States,Earloop,ASTM Level 3","  Model: DT-MSK-PRS  SKU: 1096479  Sizes: Small, Ages 6+  Product Features:  Demetech's Kids Surgical Face Mask is manufactured using the highest quality of American made materials, and 100% Manufactured In The United States. The Demetech Surgical Mask Is Rated ASTM Level 3    Manufacturer: Demetech  Dimensions: 3.75' high x5.5' wide ","","Purple","",""
"1096793","https://www.projectn95.org/products/harley-flat-fold-s-108-n95-mask-m-l/","Harley","Flat Fold S-108 N95 Mask M/L","M/L","Pack of 20","Flat Fold,China,Headstrap,N95"," Individually Wrapped Flat-Fold Mask NIOSH Approved N95 Masks Surgical Masks Provides Liquid Barrier Protection Fluid Resistance Meets ASTM Test Method F1862 Adjustable Head Straps for extra comfort and a custom fit Adjustable Nose piece with padded foam. ","CDC NIOSH: TC-84A-9366","White","",""
"1096794","https://www.projectn95.org/products/harley-flat-fold-s-188-n95-mask-m-l/","Harley","Flat Fold S-188 N95 Mask M/L","M/L","Pack of 20","Flat Fold,China,Headstrap,N95","  Individually Wrapped Flat-Fold Mask NIOSH Approved N95 Masks Surgical Masks Provides Liquid Barrier Protection Fluid Resistance Meets ASTM Test Method F1862 Adjustable Head Straps Adjustable Nose piece with padded foam. ","CDC NIOSH: TC-84A-9381","White","",""
"1096537","https://www.projectn95.org/products/4000-tn-high-filtration-glacier-white-ear-loop-mask-m-l/","Protective Health Gear","4000-W High Filtration Glacier White Ear Loop Mask M/L","M/L","Pack of 20","Flat Fold,United States,Earloop","   Model Name: 4000-TN  Product Features: PHG Glacier White High Filtration Face Masks combine comfort, quality, and safety. These masks are made and tested in the USA. Great for air travel and use in public spaces.  MADE in the USA: These face masks are proudly made and tested in the USA, manufactured of high-quality latex-free materials, and provide proper filtration efficiency and reliable breathing protection. PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and are a tight-fitting air-purifying mask in which the whole face-piece functions as a filter against airborne particles. EXCELLENT FIT: The elastic ear straps and adjustable nose clip ensure a tight and secure seal. COMFORTABLE: Triple spun-bond material on the inside to give the mask a very soft, tissue-like feel. DESIGNED to be comfortable for extended use.    SKU: 1096537  Manufacturer: Protective Health Gear ","","White","",""
"1096493","https://www.projectn95.org/products/cup-zyb-11-niosh-approved-n95-respirator-mask/","Xiantao Zhongyi","Cup ZYB-11 N95 Masks M/L","M/L","Pack of 20","Cup,China,Headstrap,N95","  Product Features:  Cup-style design for larger breathing chamber and improved inhalation/exhalation resistance.  Each N95 Particulate Respirator features a cushioning nose foam for added comfort and an adjustable metal nose piece for a secure seal.  Two-strap design headband designs ensure a secure and snug fit.   Manufacturer: Xiantao Zhongyi Safety Protection Products Company, Ltd. ","CDC NIOSH: TC-84A-7877","White","",""
"1096444","https://www.projectn95.org/products/benehal-ms8225-n95-respirator-mask/","Benehal","Flat fold MS8225 N95 Masks M/L","M/L","Pack of 20","Flat Fold,China,Headstrap,N95","  Product Features: This is a NIOSH certified N95 respirator. Premium quality NIOSH-Approved N95 particulate respirator with at least 95% filtration efficiency against certain non-oil-based particles.  CDC Trusted Source List NIOSH Certified Equipment List (CEL) Filter performance ≥ 95% Adjustable elastic headbands Comfortable nose foam helps provide a custom secure seal Mask chamber allows for easy breathing/speaking Non-woven materials with 4-layer filtration PP spunbond outer layer PP melt blown high filtration layer PP needle-punched nonwoven PP spunbond outer layer inner layer Individual packaging and flat fold design provides convenient storage and portability   Manufacturer: Suzhou Sanical Protective Product Manufacturing Company, Ltd.  ","CDC NIOSH: TC-84A-7447","White","",""
"1096243","https://www.projectn95.org/products/demetech-dtn95ch-n95-respirators-package-of-20/","Demetech","Cup DT-N95-CH N95 Masks M/L","M/L","Pack of 20","Cup,United States,Headstrap,N95","  Product Features: Adjustable Nose Clip W/ Foam Padding For Extra Comfort, Headstraps   Country of Origin: : Made in USA  Model Name: DT-N95-CH    Discounted pricing for higher quantities:  36-299 Cases: $59.80 300+ Cases: $57.00 ","CDC NIOSH: TC- 84A-9258","White","",""
"1096452","https://www.projectn95.org/products/3m-company-n95-respirator-mask-8200-industrial-safety-products/","3M","3M 8200 Cup N95 Masks","M/L","Pack of 20","Cup,United States,Headstrap,N95"," **   For industrial/occupational use only. Not for consumer sale or use.**   **Free shipping on orders over $100**   Product Features:   NIOSH approved for at least 95 percent filtration efficiency against certain non-oil-based particles This lightweight, disposable particulate respirator is an economical choice for respiratory protection Adjustable nose clip helps provide a custom and secure seal Two-strap design with a four-point staple attachment helps provide a secure seal Compatible with a variety of protective eyewear and hearing protection Made in the USA    Manufacturer: 3M Company   ","CDC NIOSH: TC-84A-4271","White","","['5', 'Comfortable enough, breathable, very basic.', 'Good mask, very basic cup mask, reasonably comfortable, does the job, not the most comfortable or the most perfect fit for me, but good enough, no major points of discomfort, though the material is a little sensory-eh.']"
"1096570","https://www.projectn95.org/products/aok-tooling-softseal-v-fold-1601-n95-white-masks-xl/","AOK Tooling","Flat Fold 1608 N95 Masks - S, XL","Pack of 10","Pack of 10","Flat Fold,China,Headstrap,N95","**Free shipping on orders over $60** This Softseal Small and Extra Large Flat Fold style Niosh N95 Respirator Mask comes in 10 Pieces per box. 360 Degree Silicone Seal molds to your face, maintaining the seal even while speaking or moving. As you inhale, the thin, feathered edge of the silicone seal tightens to your face. No fog design keeps goggles & glasses fog-free. Provides protection against allergens, smoke, ash, soot & fine particle air pollution, and meets CDC guidelines for TB exposure control. Flame and fluid penetration resistant. Good for welding.    Unique patented design with a full 360° silicone seal for the perfect fit, protection, and comfort. Dual, adjustable tensioning head straps that are ultrasonically welded with no staples. Adjustable nose clip. Fluid and Flame resistant, good for welding Stays sealed while you work, breathe and speak Used anywhere that N95 Respirators are required (e.g., filtering 0.3 Micron particles) and when higher protection is needed against airborne viruses and TB. Ideal for work and home. Painting, dry walling, wood sanding and cutting, gardening, fiberglass insulation, welding, agricultural grain, and hay dust, fertilizing, and protection against mold, pollen, and pet dander. Contains no natural latex  Manufacturer: AOK Tooling | Adjustable Nose Clip: Yes | Individually Packaged: No | Shelf Life: Use by date printed on package","Niosh: TC-84A-9232","White","",""
